,dataset,trial,subject_id,correct,rt
2681,hvm,hvm595,97.0,0.0,5079.0
2682,hvm,hvm141,97.0,1.0,1380.0
2683,hvm,hvm657,97.0,1.0,4811.0
2684,hvm,hvm179,97.0,1.0,1723.0
2685,hvm,hvm332,97.0,1.0,1461.0
2686,hvm,hvm740,97.0,1.0,4114.0
2687,hvm,hvm466,97.0,1.0,1931.0
2688,hvm,hvm171,97.0,1.0,1664.0
2689,hvm,hvm518,97.0,1.0,2245.0
2690,hvm,hvm388,97.0,1.0,2219.0
2691,hvm,hvm1059,97.0,1.0,5372.0
2692,hvm,hvm751,97.0,1.0,6645.0
2693,hvm,hvm115,97.0,1.0,1596.0
2694,hvm,hvm201,97.0,1.0,1496.0
2695,hvm,hvm771,97.0,1.0,2066.0
2696,hvm,hvm1079,97.0,0.0,4302.0
2697,hvm,hvm1041,97.0,1.0,3157.0
2698,hvm,hvm129,97.0,1.0,3081.0
2699,hvm,hvm185,97.0,1.0,1762.0
2700,hvm,hvm269,97.0,1.0,2854.0
2701,hvm,hvm322,97.0,1.0,3322.0
2702,hvm,hvm293,97.0,1.0,1586.0
2703,hvm,hvm1115,97.0,0.0,2986.0
2704,hvm,hvm855,97.0,1.0,2618.0
2705,hvm,hvm847,97.0,1.0,5380.0
2706,hvm,hvm1076,97.0,1.0,5957.0
2707,hvm,hvm771,97.0,1.0,1713.0
2708,hvm,hvm208,97.0,1.0,1811.0
2709,hvm,hvm81,97.0,1.0,2355.0
2710,hvm,hvm830,97.0,1.0,1512.0
2711,hvm,hvm1014,97.0,1.0,3394.0
2712,hvm,hvm1030,97.0,1.0,3565.0
2713,hvm,hvm670,97.0,1.0,2555.0
2714,hvm,hvm235,97.0,1.0,1449.0
2715,hvm,hvm279,97.0,1.0,1992.0
2716,hvm,hvm934,97.0,1.0,1994.0
2717,hvm,hvm475,97.0,1.0,3220.0
2718,hvm,hvm951,97.0,1.0,6009.0
2719,hvm,hvm475,97.0,1.0,2134.0
2720,hvm,hvm644,97.0,1.0,2527.0
2721,hvm,hvm1020,97.0,1.0,5264.0
2722,hvm,hvm347,97.0,1.0,1507.0
2723,hvm,hvm566,97.0,1.0,2343.0
2724,hvm,hvm76,97.0,1.0,1817.0
2725,hvm,hvm885,100.0,1.0,5223.0
2726,hvm,hvm727,100.0,1.0,6112.0
2727,hvm,hvm925,100.0,0.0,3735.0
2728,hvm,hvm1009,100.0,1.0,6471.0
2729,hvm,hvm1082,100.0,1.0,4879.0
2730,hvm,hvm396,100.0,1.0,2071.0
2731,hvm,hvm727,100.0,1.0,5055.0
2732,hvm,hvm996,100.0,0.0,4120.0
2733,hvm,hvm1001,100.0,0.0,3375.0
2734,hvm,hvm939,100.0,0.0,2936.0
2735,hvm,hvm721,100.0,1.0,3551.0
2736,hvm,hvm1079,100.0,0.0,7584.0
2737,hvm,hvm326,100.0,1.0,2623.0
2738,hvm,hvm1040,100.0,1.0,5175.0
2739,hvm,hvm1011,100.0,0.0,5760.0
2740,hvm,hvm268,100.0,1.0,2176.0
2741,hvm,hvm839,100.0,1.0,4567.0
2742,hvm,hvm444,100.0,1.0,2991.0
2743,hvm,hvm644,100.0,1.0,2071.0
2744,hvm,hvm560,100.0,1.0,3343.0
2745,hvm,hvm988,100.0,0.0,3015.0
2746,hvm,hvm373,100.0,1.0,2895.0
2747,hvm,hvm1070,100.0,0.0,3023.0
2748,hvm,hvm324,100.0,1.0,1488.0
2749,hvm,hvm273,100.0,1.0,1463.0
2750,hvm,hvm249,100.0,1.0,1391.0
2751,hvm,hvm598,100.0,1.0,2655.0
2752,hvm,hvm661,100.0,1.0,2415.0
2753,hvm,hvm225,100.0,1.0,1376.0
2754,hvm,hvm863,100.0,0.0,2384.0
2755,hvm,hvm454,100.0,1.0,2159.0
2756,hvm,hvm33,100.0,1.0,1479.0
2757,hvm,hvm990,100.0,0.0,3095.0
2758,hvm,hvm0,100.0,1.0,1591.0
2759,hvm,hvm439,100.0,1.0,4079.0
2760,hvm,hvm847,100.0,1.0,4160.0
2761,hvm,hvm595,100.0,1.0,2431.0
2762,hvm,hvm976,100.0,1.0,3415.0
2763,hvm,hvm136,100.0,1.0,1519.0
2764,hvm,hvm11,100.0,1.0,1351.0
2765,hvm,hvm89,100.0,1.0,2095.0
2766,hvm,hvm785,100.0,1.0,2183.0
2767,hvm,hvm199,100.0,1.0,1863.0
2768,hvm,hvm853,100.0,0.0,2959.0
2769,hvm,hvm205,100.0,1.0,1663.0
2770,hvm,hvm715,100.0,1.0,3087.0
2771,hvm,hvm804,100.0,1.0,4728.0
2772,hvm,hvm843,100.0,1.0,3375.0
2773,hvm,hvm30,100.0,1.0,1567.0
2774,hvm,hvm203,103.0,1.0,2223.0
2775,hvm,hvm353,103.0,1.0,2456.0
2776,hvm,hvm697,103.0,1.0,4302.0
2777,hvm,hvm488,103.0,1.0,2868.0
2778,hvm,hvm922,103.0,0.0,5387.0
2779,hvm,hvm885,103.0,1.0,3185.0
2780,hvm,hvm630,103.0,1.0,5916.0
2781,hvm,hvm525,103.0,1.0,2103.0
2782,hvm,hvm280,103.0,1.0,2538.0
2783,hvm,hvm940,103.0,1.0,3770.0
2784,hvm,hvm229,103.0,1.0,1737.0
2785,hvm,hvm1076,103.0,1.0,3962.0
2786,hvm,hvm554,103.0,1.0,1901.0
2787,hvm,hvm1056,103.0,1.0,3563.0
2788,hvm,hvm36,103.0,1.0,1766.0
2789,hvm,hvm1082,103.0,1.0,2552.0
2790,hvm,hvm655,103.0,1.0,2509.0
2791,hvm,hvm478,103.0,1.0,2269.0
2792,hvm,hvm278,103.0,1.0,2968.0
2793,hvm,hvm229,103.0,1.0,1499.0
2794,hvm,hvm213,103.0,1.0,1756.0
2795,hvm,hvm1043,103.0,1.0,4074.0
2796,hvm,hvm892,103.0,0.0,6118.0
2797,hvm,hvm955,103.0,0.0,6731.0
2798,hvm,hvm53,103.0,1.0,1684.0
2799,hvm,hvm47,103.0,1.0,1549.0
2800,hvm,hvm18,103.0,1.0,1623.0
2801,hvm,hvm181,103.0,1.0,1984.0
2802,hvm,hvm615,103.0,1.0,3226.0
2803,hvm,hvm87,103.0,1.0,1466.0
2804,hvm,hvm721,103.0,1.0,4679.0
2805,hvm,hvm880,103.0,0.0,4254.0
2806,hvm,hvm752,103.0,0.0,7394.0
2807,hvm,hvm268,103.0,1.0,1542.0
2808,hvm,hvm388,103.0,1.0,1587.0
2809,hvm,hvm442,103.0,1.0,1338.0
2810,hvm,hvm925,103.0,1.0,3313.0
2811,hvm,hvm389,103.0,1.0,2161.0
2812,hvm,hvm691,103.0,1.0,2048.0
2813,hvm,hvm937,103.0,0.0,3495.0
2814,hvm,hvm820,103.0,1.0,1857.0
2815,hvm,hvm541,103.0,1.0,2322.0
2816,hvm,hvm326,103.0,1.0,2039.0
2817,hvm,hvm997,104.0,0.0,3693.0
2818,hvm,hvm481,104.0,1.0,2558.0
2819,hvm,hvm730,104.0,1.0,3590.0
2820,hvm,hvm333,104.0,1.0,2468.0
2821,hvm,hvm77,104.0,1.0,2750.0
2822,hvm,hvm804,104.0,1.0,3125.0
2823,hvm,hvm348,104.0,1.0,2621.0
2824,hvm,hvm851,104.0,0.0,5582.0
2825,hvm,hvm11,104.0,1.0,2366.0
2826,hvm,hvm4,104.0,1.0,3501.0
2827,hvm,hvm520,104.0,1.0,3421.0
2828,hvm,hvm860,104.0,1.0,5277.0
2829,hvm,hvm72,104.0,1.0,2596.0
2830,hvm,hvm890,104.0,1.0,5333.0
2831,hvm,hvm47,104.0,1.0,2076.0
2832,hvm,hvm442,104.0,1.0,1877.0
2833,hvm,hvm1079,104.0,0.0,5006.0
2834,hvm,hvm930,104.0,0.0,5037.0
2835,hvm,hvm813,104.0,1.0,3142.0
2836,hvm,hvm278,104.0,1.0,3357.0
2837,hvm,hvm985,104.0,0.0,2381.0
2838,hvm,hvm506,104.0,1.0,3741.0
2839,hvm,hvm229,104.0,1.0,3084.0
2840,hvm,hvm461,104.0,1.0,3229.0
2841,hvm,hvm907,104.0,0.0,3662.0
2842,hvm,hvm1011,104.0,0.0,4846.0
2843,hvm,hvm773,104.0,1.0,2982.0
2844,hvm,hvm700,104.0,1.0,3174.0
2845,hvm,hvm167,104.0,1.0,4741.0
2846,hvm,hvm11,104.0,1.0,1637.0
2847,hvm,hvm751,104.0,0.0,4335.0
2848,hvm,hvm709,104.0,0.0,3725.0
2849,hvm,hvm627,104.0,1.0,2685.0
2850,hvm,hvm977,104.0,0.0,3941.0
2851,hvm,hvm418,104.0,1.0,4398.0
2852,hvm,hvm668,104.0,0.0,3629.0
2853,hvm,hvm1081,104.0,0.0,5415.0
2854,hvm,hvm1079,104.0,1.0,3510.0
2855,hvm,hvm346,104.0,1.0,2549.0
2856,hvm,hvm136,104.0,1.0,2919.0
2857,hvm,hvm937,104.0,1.0,4701.0
2858,hvm,hvm189,104.0,1.0,1646.0
2859,hvm,hvm826,104.0,1.0,2039.0
2860,hvm,hvm66,104.0,1.0,1749.0
2861,hvm,hvm0,104.0,1.0,2245.0
2862,hvm,hvm1040,104.0,0.0,2941.0
2863,hvm,hvm630,104.0,1.0,2941.0
2864,hvm,hvm406,104.0,1.0,2557.0
2865,hvm,hvm787,104.0,1.0,3413.0
2866,hvm,hvm209,104.0,1.0,2462.0
2867,hvm,hvm4,104.0,1.0,1830.0
2868,hvm,hvm877,104.0,1.0,3229.0
2869,hvm,hvm1001,104.0,1.0,2388.0
2870,hvm,hvm373,104.0,1.0,1693.0
2871,hvm,hvm46,104.0,1.0,1766.0
2872,hvm,hvm506,104.0,1.0,4166.0
2873,hvm,hvm717,104.0,1.0,4461.0
2874,hvm,hvm516,104.0,1.0,1742.0
2875,hvm,hvm25,108.0,1.0,3640.0
2876,hvm,hvm293,108.0,1.0,2645.0
2877,hvm,hvm958,108.0,0.0,3082.0
2878,hvm,hvm481,108.0,1.0,2322.0
2879,hvm,hvm155,108.0,1.0,2209.0
2880,hvm,hvm260,108.0,1.0,2801.0
2881,hvm,hvm728,108.0,1.0,5054.0
2882,hvm,hvm35,108.0,1.0,2496.0
2883,hvm,hvm302,108.0,1.0,6797.0
2884,hvm,hvm552,108.0,1.0,6307.0
2885,hvm,hvm475,108.0,1.0,2189.0
2886,hvm,hvm822,108.0,1.0,5470.0
2887,hvm,hvm1101,108.0,1.0,5187.0
2888,hvm,hvm847,108.0,1.0,3294.0
2889,hvm,hvm283,108.0,1.0,5150.0
2890,hvm,hvm284,108.0,1.0,3760.0
2891,hvm,hvm279,108.0,1.0,4468.0
2892,hvm,hvm481,108.0,1.0,2576.0
2893,hvm,hvm641,108.0,1.0,6803.0
2894,hvm,hvm961,108.0,0.0,3940.0
2895,hvm,hvm1053,108.0,1.0,5353.0
2896,hvm,hvm478,108.0,1.0,2402.0
2897,hvm,hvm771,108.0,1.0,3636.0
2898,hvm,hvm1055,108.0,0.0,6679.0
2899,hvm,hvm686,108.0,0.0,6309.0
2900,hvm,hvm750,108.0,0.0,6085.0
2901,hvm,hvm881,108.0,1.0,2922.0
2902,hvm,hvm506,108.0,1.0,6499.0
2903,hvm,hvm676,108.0,1.0,5868.0
2904,hvm,hvm971,108.0,0.0,4984.0
2905,hvm,hvm223,108.0,1.0,2749.0
2906,hvm,hvm609,108.0,0.0,4929.0
2907,hvm,hvm96,108.0,1.0,3016.0
2908,hvm,hvm469,108.0,1.0,2950.0
2909,hvm,hvm761,108.0,0.0,8006.0
2910,hvm,hvm156,108.0,1.0,2157.0
2911,hvm,hvm820,108.0,1.0,2525.0
2912,hvm,hvm1082,108.0,0.0,6872.0
2913,hvm,hvm877,108.0,1.0,4494.0
2914,hvm,hvm119,108.0,1.0,3216.0
2915,hvm,hvm397,108.0,1.0,3382.0
2916,hvm,hvm689,108.0,1.0,7384.0
2917,hvm,hvm500,108.0,1.0,6094.0
2918,hvm,hvm161,108.0,1.0,5850.0
2919,hvm,hvm933,108.0,1.0,5547.0
2920,hvm,hvm189,108.0,1.0,2394.0
2921,hvm,hvm260,108.0,1.0,2110.0
2922,hvm,hvm809,108.0,1.0,5036.0
2923,hvm,hvm388,108.0,1.0,3763.0
2924,hvm,hvm936,108.0,1.0,6686.0
2925,hvm,hvm433,108.0,1.0,5147.0
2926,hvm,hvm780,108.0,1.0,3807.0
2927,hvm,hvm345,108.0,1.0,2854.0
2928,hvm,hvm1112,108.0,1.0,3278.0
2929,hvm,hvm772,108.0,1.0,2749.0
2930,hvm,hvm709,108.0,1.0,5675.0
2931,hvm,hvm680,108.0,0.0,3409.0
2932,hvm,hvm620,108.0,1.0,3893.0
2933,hvm,hvm18,108.0,1.0,3110.0
2934,hvm,hvm736,108.0,1.0,6496.0
2935,hvm,hvm877,108.0,0.0,4249.0
2936,hvm,hvm1112,108.0,1.0,3820.0
2937,hvm,hvm1020,108.0,1.0,4797.0
2938,hvm,hvm239,109.0,1.0,2888.0
2939,hvm,hvm445,109.0,0.0,8969.0
2940,hvm,hvm286,109.0,1.0,2825.0
2941,hvm,hvm629,109.0,1.0,3775.0
2942,hvm,hvm825,109.0,1.0,4219.0
2943,hvm,hvm1040,109.0,1.0,5572.0
2944,hvm,hvm110,109.0,1.0,3116.0
2945,hvm,hvm110,109.0,1.0,3120.0
2946,hvm,hvm302,109.0,1.0,5107.0
2947,hvm,hvm976,109.0,1.0,4631.0
2948,hvm,hvm9,109.0,1.0,6622.0
2949,hvm,hvm700,109.0,1.0,2544.0
2950,hvm,hvm346,109.0,1.0,3244.0
2951,hvm,hvm890,109.0,0.0,3997.0
2952,hvm,hvm933,109.0,1.0,4186.0
2953,hvm,hvm621,109.0,1.0,5885.0
2954,hvm,hvm961,109.0,0.0,5216.0
2955,hvm,hvm268,109.0,1.0,2032.0
2956,hvm,hvm279,109.0,1.0,2827.0
2957,hvm,hvm915,109.0,1.0,2854.0
2958,hvm,hvm384,109.0,1.0,7431.0
2959,hvm,hvm496,109.0,1.0,2066.0
2960,hvm,hvm536,109.0,1.0,2746.0
2961,hvm,hvm976,109.0,1.0,2510.0
2962,hvm,hvm337,109.0,1.0,5997.0
2963,hvm,hvm112,109.0,1.0,1376.0
2964,hvm,hvm733,109.0,1.0,5357.0
2965,hvm,hvm1048,109.0,1.0,3573.0
2966,hvm,hvm223,109.0,1.0,2420.0
2967,hvm,hvm223,109.0,1.0,1588.0
2968,hvm,hvm910,109.0,0.0,3933.0
2969,hvm,hvm721,109.0,0.0,4363.0
2970,hvm,hvm902,109.0,1.0,5009.0
2971,hvm,hvm627,109.0,1.0,6318.0
2972,hvm,hvm513,109.0,1.0,5899.0
2973,hvm,hvm132,109.0,1.0,2001.0
2974,hvm,hvm683,109.0,1.0,5093.0
2975,hvm,hvm404,109.0,1.0,3631.0
2976,hvm,hvm957,109.0,0.0,4793.0
2977,hvm,hvm410,109.0,1.0,6061.0
2978,hvm,hvm627,109.0,1.0,3867.0
2979,hvm,hvm730,109.0,1.0,4325.0
2980,hvm,hvm614,109.0,1.0,2391.0
2981,hvm,hvm705,109.0,1.0,5564.0
2982,hvm,hvm870,109.0,1.0,3480.0
2983,hvm,hvm345,109.0,1.0,2217.0
2984,hvm,hvm633,109.0,1.0,7705.0
2985,hvm,hvm41,109.0,1.0,1846.0
2986,hvm,hvm224,109.0,1.0,2736.0
2987,hvm,hvm207,109.0,1.0,3016.0
2988,hvm,hvm604,109.0,0.0,3226.0
2989,hvm,hvm251,109.0,1.0,1601.0
2990,hvm,hvm726,109.0,1.0,4244.0
2991,hvm,hvm614,109.0,1.0,2166.0
2992,hvm,hvm362,110.0,0.0,1119.0
2993,hvm,hvm347,110.0,1.0,2029.0
2994,hvm,hvm1081,110.0,1.0,3305.0
2995,hvm,hvm689,110.0,1.0,2685.0
2996,hvm,hvm773,110.0,1.0,1425.0
2997,hvm,hvm303,110.0,1.0,1220.0
2998,hvm,hvm720,110.0,1.0,3513.0
2999,hvm,hvm716,110.0,1.0,2377.0
3000,hvm,hvm353,110.0,1.0,1929.0
3001,hvm,hvm892,110.0,0.0,4084.0
3002,hvm,hvm734,110.0,1.0,4175.0
3003,hvm,hvm735,110.0,1.0,2396.0
3004,hvm,hvm115,110.0,1.0,1578.0
3005,hvm,hvm854,110.0,0.0,2596.0
3006,hvm,hvm946,110.0,1.0,3426.0
3007,hvm,hvm129,110.0,1.0,1793.0
3008,hvm,hvm171,110.0,1.0,2328.0
3009,hvm,hvm96,110.0,1.0,1823.0
3010,hvm,hvm1031,110.0,0.0,6275.0
3011,hvm,hvm961,110.0,1.0,2664.0
3012,hvm,hvm79,110.0,1.0,925.0
3013,hvm,hvm1081,110.0,1.0,2224.0
3014,hvm,hvm584,110.0,1.0,1713.0
3015,hvm,hvm33,110.0,1.0,1160.0
3016,hvm,hvm433,110.0,1.0,2895.0
3017,hvm,hvm555,110.0,1.0,2417.0
3018,hvm,hvm469,110.0,1.0,962.0
3019,hvm,hvm716,110.0,1.0,3293.0
3020,hvm,hvm117,110.0,1.0,1037.0
3021,hvm,hvm199,110.0,0.0,1120.0
3022,hvm,hvm641,110.0,1.0,1409.0
3023,hvm,hvm308,110.0,1.0,2070.0
3024,hvm,hvm958,110.0,0.0,4442.0
3025,hvm,hvm377,110.0,1.0,1281.0
3026,hvm,hvm1012,110.0,1.0,3286.0
3027,hvm,hvm345,110.0,1.0,1531.0
3028,hvm,hvm122,110.0,1.0,1303.0
3029,hvm,hvm611,110.0,1.0,3656.0
3030,hvm,hvm750,110.0,1.0,1945.0
3031,hvm,hvm988,110.0,0.0,2286.0
3032,hvm,hvm853,110.0,1.0,2515.0
3033,hvm,hvm29,110.0,1.0,1180.0
3034,hvm,hvm162,110.0,1.0,1488.0
3035,hvm,hvm960,110.0,1.0,2147.0
3036,hvm,hvm808,110.0,1.0,2683.0
3037,hvm,hvm652,110.0,1.0,2818.0
3038,hvm,hvm418,110.0,1.0,2891.0
3039,hvm,hvm829,111.0,1.0,3268.0
3040,hvm,hvm57,111.0,1.0,3032.0
3041,hvm,hvm536,111.0,1.0,3419.0
3042,hvm,hvm556,111.0,1.0,4023.0
3043,hvm,hvm922,111.0,0.0,5713.0
3044,hvm,hvm697,111.0,1.0,4136.0
3045,hvm,hvm353,111.0,1.0,3484.0
3046,hvm,hvm243,111.0,1.0,3218.0
3047,hvm,hvm21,111.0,1.0,3105.0
3048,hvm,hvm595,111.0,0.0,8498.0
3049,hvm,hvm947,111.0,0.0,6779.0
3050,hvm,hvm1091,111.0,0.0,7513.0
3051,hvm,hvm90,111.0,1.0,3983.0
3052,hvm,hvm1072,111.0,1.0,6349.0
3053,hvm,hvm715,111.0,1.0,5117.0
3054,hvm,hvm33,111.0,1.0,2988.0
3055,hvm,hvm230,111.0,1.0,2586.0
3056,hvm,hvm41,111.0,1.0,2738.0
3057,hvm,hvm552,111.0,1.0,4069.0
3058,hvm,hvm854,111.0,1.0,6000.0
3059,hvm,hvm974,111.0,1.0,4908.0
3060,hvm,hvm689,111.0,1.0,6858.0
3061,hvm,hvm691,111.0,1.0,4308.0
3062,hvm,hvm803,111.0,1.0,6409.0
3063,hvm,hvm990,111.0,1.0,4770.0
3064,hvm,hvm130,111.0,1.0,5433.0
3065,hvm,hvm136,111.0,1.0,3480.0
3066,hvm,hvm323,111.0,1.0,2918.0
3067,hvm,hvm886,111.0,1.0,7289.0
3068,hvm,hvm517,111.0,1.0,4660.0
3069,hvm,hvm596,111.0,1.0,7715.0
3070,hvm,hvm224,111.0,1.0,3176.0
3071,hvm,hvm89,111.0,1.0,3143.0
3072,hvm,hvm948,111.0,0.0,7409.0
3073,hvm,hvm77,111.0,1.0,3768.0
3074,hvm,hvm72,111.0,1.0,3127.0
3075,hvm,hvm811,111.0,1.0,2068.0
3076,hvm,hvm167,111.0,1.0,5446.0
3077,hvm,hvm920,111.0,1.0,4108.0
3078,hvm,hvm353,111.0,1.0,3071.0
3079,hvm,hvm946,111.0,0.0,5850.0
3080,hvm,hvm748,111.0,1.0,3814.0
3081,hvm,hvm833,111.0,1.0,2725.0
3082,hvm,hvm389,111.0,1.0,2759.0
3083,hvm,hvm444,111.0,1.0,3261.0
3084,hvm,hvm716,111.0,1.0,4023.0
3085,hvm,hvm724,111.0,1.0,3279.0
3086,hvm,hvm620,111.0,1.0,6339.0
3087,hvm,hvm554,111.0,1.0,7709.0
3088,hvm,hvm28,111.0,1.0,2885.0
3089,hvm,hvm604,111.0,1.0,2209.0
3090,hvm,hvm439,111.0,0.0,5046.0
3091,hvm,hvm178,111.0,1.0,2190.0
3092,hvm,hvm517,111.0,1.0,1960.0
3093,hvm,hvm1059,111.0,1.0,2397.0
3094,hvm,hvm1048,112.0,1.0,2066.0
3095,hvm,hvm918,112.0,0.0,1622.0
3096,hvm,hvm36,112.0,0.0,1725.0
3097,hvm,hvm957,112.0,0.0,3005.0
3098,hvm,hvm731,112.0,1.0,4110.0
3099,hvm,hvm697,112.0,0.0,2084.0
3100,hvm,hvm10,112.0,1.0,1569.0
3101,hvm,hvm449,112.0,1.0,1674.0
3102,hvm,hvm910,112.0,1.0,1801.0
3103,hvm,hvm930,112.0,0.0,2304.0
3104,hvm,hvm621,112.0,0.0,1577.0
3105,hvm,hvm488,112.0,0.0,2493.0
3106,hvm,hvm444,112.0,1.0,2274.0
3107,hvm,hvm761,112.0,0.0,1815.0
3108,hvm,hvm125,112.0,1.0,1801.0
3109,hvm,hvm609,112.0,1.0,2794.0
3110,hvm,hvm404,112.0,1.0,2275.0
3111,hvm,hvm604,112.0,1.0,2400.0
3112,hvm,hvm439,112.0,1.0,2729.0
3113,hvm,hvm337,112.0,1.0,1595.0
3114,hvm,hvm410,112.0,1.0,1635.0
3115,hvm,hvm333,112.0,1.0,1437.0
3116,hvm,hvm708,112.0,0.0,2007.0
3117,hvm,hvm660,112.0,1.0,1903.0
3118,hvm,hvm1070,112.0,0.0,1905.0
3119,hvm,hvm735,112.0,1.0,2039.0
3120,hvm,hvm115,112.0,1.0,1154.0
3121,hvm,hvm122,112.0,1.0,1085.0
3122,hvm,hvm501,112.0,1.0,1785.0
3123,hvm,hvm724,112.0,1.0,2638.0
3124,hvm,hvm1077,112.0,1.0,1666.0
3125,hvm,hvm96,112.0,1.0,2520.0
3126,hvm,hvm717,112.0,0.0,3138.0
3127,hvm,hvm938,112.0,0.0,2931.0
3128,hvm,hvm890,112.0,1.0,3754.0
3129,hvm,hvm902,112.0,0.0,1838.0
3130,hvm,hvm922,112.0,0.0,1965.0
3131,hvm,hvm982,112.0,1.0,2991.0
3132,hvm,hvm846,112.0,0.0,2553.0
3133,hvm,hvm591,112.0,1.0,1841.0
3134,hvm,hvm347,112.0,1.0,1299.0
3135,hvm,hvm251,112.0,1.0,1215.0
3136,hvm,hvm1105,112.0,0.0,1899.0
3137,hvm,hvm0,112.0,1.0,2211.0
3138,hvm,hvm524,112.0,1.0,2698.0
3139,hvm,hvm468,112.0,1.0,1417.0
3140,hvm,hvm332,112.0,1.0,1397.0
3141,hvm,hvm33,112.0,1.0,991.0
3142,hvm,hvm81,112.0,1.0,1585.0
3143,hvm,hvm38,112.0,1.0,1105.0
3144,hvm,hvm390,112.0,1.0,1993.0
3145,hvm,hvm843,112.0,1.0,6154.0
3146,hvm,hvm576,112.0,1.0,3872.0
3147,hvm,hvm614,112.0,1.0,3343.0
3148,hvm,hvm857,112.0,1.0,1548.0
3149,hvm,hvm120,113.0,1.0,2006.0
3150,hvm,hvm853,113.0,0.0,4095.0
3151,hvm,hvm938,113.0,1.0,3472.0
3152,hvm,hvm918,113.0,1.0,2423.0
3153,hvm,hvm568,113.0,1.0,2887.0
3154,hvm,hvm920,113.0,1.0,2687.0
3155,hvm,hvm1030,113.0,0.0,2440.0
3156,hvm,hvm468,113.0,1.0,4135.0
3157,hvm,hvm566,113.0,0.0,4135.0
3158,hvm,hvm756,113.0,1.0,1758.0
3159,hvm,hvm468,113.0,0.0,4343.0
3160,hvm,hvm29,113.0,1.0,2183.0
3161,hvm,hvm506,113.0,1.0,5616.0
3162,hvm,hvm786,113.0,1.0,2023.0
3163,hvm,hvm1051,113.0,0.0,3231.0
3164,hvm,hvm439,113.0,0.0,5047.0
3165,hvm,hvm644,113.0,1.0,1822.0
3166,hvm,hvm854,113.0,1.0,3039.0
3167,hvm,hvm870,113.0,0.0,4047.0
3168,hvm,hvm469,113.0,1.0,1775.0
3169,hvm,hvm958,113.0,0.0,4145.0
3170,hvm,hvm972,113.0,1.0,3016.0
3171,hvm,hvm438,113.0,1.0,2288.0
3172,hvm,hvm230,113.0,1.0,1952.0
3173,hvm,hvm976,113.0,1.0,2799.0
3174,hvm,hvm207,113.0,1.0,2232.0
3175,hvm,hvm506,113.0,0.0,3415.0
3176,hvm,hvm243,113.0,1.0,2248.0
3177,hvm,hvm817,113.0,1.0,2318.0
3178,hvm,hvm287,113.0,1.0,2647.0
3179,hvm,hvm957,113.0,0.0,3407.0
3180,hvm,hvm1111,113.0,1.0,1960.0
3181,hvm,hvm345,113.0,1.0,1679.0
3182,hvm,hvm182,113.0,1.0,1871.0
3183,hvm,hvm110,113.0,1.0,2087.0
3184,hvm,hvm8,113.0,1.0,1623.0
3185,hvm,hvm566,113.0,1.0,2495.0
3186,hvm,hvm0,113.0,1.0,3509.0
3187,hvm,hvm670,113.0,1.0,4655.0
3188,hvm,hvm1083,113.0,1.0,4104.0
3189,hvm,hvm851,113.0,1.0,2391.0
3190,hvm,hvm205,113.0,1.0,2791.0
3191,hvm,hvm15,113.0,0.0,2360.0
3192,hvm,hvm464,113.0,1.0,2272.0
3193,hvm,hvm492,113.0,1.0,1863.0
3194,hvm,hvm128,113.0,1.0,1856.0
3195,hvm,hvm317,113.0,1.0,2079.0
3196,hvm,hvm957,113.0,0.0,5054.0
3197,hvm,hvm445,113.0,1.0,3238.0
3198,hvm,hvm733,113.0,1.0,2703.0
3199,hvm,hvm224,113.0,1.0,2822.0
3200,hvm,hvm976,113.0,1.0,2592.0
3201,hvm,hvm930,113.0,1.0,3608.0
3202,hvm,hvm224,113.0,1.0,2039.0
3203,hvm,hvm151,113.0,1.0,2854.0
3204,hvm,hvm229,113.0,1.0,1991.0
3205,hvm,hvm1020,113.0,1.0,2022.0
3206,hvm,hvm985,113.0,1.0,3223.0
3207,hvm,hvm134,113.0,1.0,1903.0
3208,hvm,hvm1009,113.0,1.0,2359.0
3209,hvm,hvm59,113.0,1.0,1855.0
3210,hvm,hvm820,113.0,1.0,2343.0
3211,hvm,hvm47,113.0,1.0,1575.0
3212,hvm,hvm675,113.0,1.0,2239.0
3213,hvm,hvm935,113.0,0.0,4231.0
3214,hvm,hvm748,113.0,1.0,2871.0
3215,hvm,hvm387,113.0,1.0,1758.0
3216,hvm,hvm734,113.0,1.0,5704.0
3217,hvm,hvm345,113.0,1.0,2047.0
3218,hvm,hvm1061,113.0,0.0,4031.0
3219,hvm,hvm1001,113.0,0.0,2384.0
3220,hvm,hvm410,113.0,1.0,2791.0
3221,hvm,hvm1020,113.0,1.0,1727.0
3222,hvm,hvm788,113.0,1.0,2360.0
3223,hvm,hvm736,113.0,1.0,1856.0
3224,hvm,hvm591,113.0,1.0,2590.0
3225,hvm,hvm1009,113.0,1.0,2287.0
3226,hvm,hvm161,113.0,1.0,3496.0
3227,hvm,hvm668,114.0,1.0,5027.0
3228,hvm,hvm902,114.0,1.0,6670.0
3229,hvm,hvm953,114.0,1.0,5094.0
3230,hvm,hvm915,114.0,1.0,3562.0
3231,hvm,hvm449,114.0,1.0,2079.0
3232,hvm,hvm28,114.0,1.0,2620.0
3233,hvm,hvm939,114.0,1.0,3041.0
3234,hvm,hvm1111,114.0,1.0,3995.0
3235,hvm,hvm1014,114.0,1.0,2946.0
3236,hvm,hvm488,114.0,1.0,3481.0
3237,hvm,hvm971,114.0,1.0,3707.0
